Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Elsternwick,23/14 McMillan St,2,u,525000,PI,McGrath,9/12/2017,7.2,3185,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4898
Elsternwick,204/37 Park St,2,u,,PN,Gary,9/12/2017,7.2,3185,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4898
Elsternwick,49 Trevelyan St,3,h,1459000,VB,hockingstuart,9/12/2017,7.2,3185,2,1,1,381,138,1915,Glen Eira City Council,-37.89061,145.01257,Southern Metropolitan,4898
Eltham,3 Adenmore Ct,4,h,,SP,Fletchers,9/12/2017,18,3095,4,2,2,851,,,Banyule City Council,-37.71976,145.15885,Eastern Metropolitan,6990
Eltham,2 Cooinda Pl,4,h,1520000,S,Morrison,9/12/2017,18,3095,4,2,2,,,,Banyule City Council,-37.72878,145.15928,Eastern Metropolitan,6990
Eltham,5/1250 Main Rd,2,u,628200,SP,Jellis,9/12/2017,18,3095,,,,,,,Banyule City Council,,,Eastern Metropolitan,6990
Eltham North,32 Parry Rd,5,h,,W,Sterling,9/12/2017,18,3095,5,3,6,665,,,Banyule City Council,-37.69007,145.14464,Eastern Metropolitan,2346
Elwood,5/71 Ormond Rd,2,u,652500,S,hockingstuart,9/12/2017,7.2,3184,,,,,,,Port Phillip City Council,,,Southern Metropolitan,8989
Elwood,20/8 Robert St,1,u,291500,SP,hockingstuart,9/12/2017,7.2,3184,,,,,,,Port Phillip City Council,,,Southern Metropolitan,8989
Elwood,29 Ruskin St,3,h,2445000,S,Chisholm,9/12/2017,7.2,3184,3,2,2,,,,Port Phillip City Council,-37.87526,144.98266,Southern Metropolitan,8989
Elwood,11/2 Selwyn Av,2,u,721000,S,Gary,9/12/2017,7.2,3184,2,1,1,,,,Port Phillip City Council,-37.88511,144.98479,Southern Metropolitan,8989
Elwood,38 Southey St,4,h,2450000,VB,Chisholm,9/12/2017,7.2,3184,4,2,2,497,,,Port Phillip City Council,-37.87587,144.98661,Southern Metropolitan,8989
Elwood,90 Tennyson St,2,h,1400000,SP,hockingstuart,9/12/2017,7.2,3184,2,1,1,254,,,Port Phillip City Council,-37.87704,144.98948,Southern Metropolitan,8989
Elwood,14/17 Tiuna Gr,2,u,,PI,Purplebricks,9/12/2017,7.2,3184,,,,,,,Port Phillip City Council,,,Southern Metropolitan,8989
Elwood,6 Wimbledon Av,3,h,,SN,Chisholm,9/12/2017,7.2,3184,3,1,3,,170,1930,Port Phillip City Council,-37.87282,144.98854,Southern Metropolitan,8989
Endeavour Hills,6 Gray Cl,4,h,,PN,Nicholls,9/12/2017,28.5,3802,4,3,3,697,,,Casey City Council,-37.97553,145.25263,South-Eastern Metropolitan,8443
Endeavour Hills,10 Shafer Ct,3,h,634000,S,Hall,9/12/2017,28.5,3802,3,2,2,652,,,Casey City Council,-37.98029,145.26277,South-Eastern Metropolitan,8443
Endeavour Hills,6 Truslove Ct,4,h,,PI,Barry,9/12/2017,28.5,3802,4,3,6,610,253,1992,Casey City Council,-37.98815,145.27164,South-Eastern Metropolitan,8443
Epping,32 Aries Dr,4,h,740000,S,RW,9/12/2017,19.6,3076,4,2,2,,,,Whittlesea City Council,-37.63519,145.02419,Northern Metropolitan,10926
Epping,9 Benaud Pl,3,h,569500,S,Love,9/12/2017,19.6,3076,3,1,2,,114,2000,Whittlesea City Council,-37.64217,145.06078,Northern Metropolitan,10926
Epping,20 Berrigan St,4,h,567000,S,Ray,9/12/2017,19.6,3076,4,2,1,310,,,Whittlesea City Council,-37.63069,145.00853,Northern Metropolitan,10926
Epping,2/95 Duffy St,3,h,456000,S,Stockdale,9/12/2017,19.6,3076,,,,,,,Whittlesea City Council,,,Northern Metropolitan,10926
Epping,12 Gibbons Dr,3,h,652000,S,Love,9/12/2017,19.6,3076,3,1,1,544,,,Whittlesea City Council,-37.64882,145.05941,Northern Metropolitan,10926
Epping,5 Gillespie Pl,3,h,619000,S,Barry,9/12/2017,19.6,3076,3,1,2,124,120,1970,Whittlesea City Council,-37.65986,145.03278,Northern Metropolitan,10926
Epping,1 Koukoura Dr,4,h,585000,PI,Iconek,9/12/2017,19.6,3076,4,2,2,396,165,2016,Whittlesea City Council,-37.61983,144.99608,Northern Metropolitan,10926
Epping,2 Larkspur Cl,4,h,700000,S,Barry,9/12/2017,19.6,3076,,,,,,,Whittlesea City Council,,,Northern Metropolitan,10926
Epping,1/2 Lloyd Av,1,u,318000,S,Barry,9/12/2017,19.6,3076,,,,,,,Whittlesea City Council,,,Northern Metropolitan,10926
Epping,108 McDonalds Rd,3,h,552000,S,Ray,9/12/2017,19.6,3076,3,1,1,566,98,1990,Whittlesea City Council,-37.64692,145.05217,Northern Metropolitan,10926
Epping,8 Oriano St,2,t,425000,S,Collings,9/12/2017,19.6,3076,2,1,1,120,,,Whittlesea City Council,-37.63273,145.00321,Northern Metropolitan,10926
Epping,8 Thredbo Ct,3,h,,PI,HAR,9/12/2017,19.6,3076,3,1,2,538,,,Whittlesea City Council,-37.64941,145.04207,Northern Metropolitan,10926
Essendon,4/9 Balmoral St,2,u,625000,S,Brad,9/12/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,2/143 Bradshaw St,2,u,700000,SP,Brad,9/12/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,13 Kalimna St,4,h,2800000,PI,Nelson,9/12/2017,7.5,3040,4,3,6,,288,1910,Moonee Valley City Council,-37.74954,144.9229,Western Metropolitan,9264
Essendon,3/10 Leoman St,3,u,385000,VB,Brad,9/12/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,1/22 Ogilvie St,2,h,1077000,S,Brad,9/12/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,2/22 Ogilvie St,3,h,718000,S,Brad,9/12/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,4/6 Schofield St,2,u,706000,S,Nelson,9/12/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,5/7 Violet St,2,u,450000,SP,Brad,9/12/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon West,17 Diamond St,3,h,1362500,S,Harcourts,9/12/2017,7.5,3040,3,1,1,613,,,Moonee Valley City Council,-37.74937,144.88899,Western Metropolitan,588
Fawkner,77 Argyle St,3,h,,S,Barry,9/12/2017,13.1,3060,3,1,2,641,,,Hume City Council,-37.71733,144.96606,Northern Metropolitan,5070
Fawkner,13 Denys St,3,h,730000,S,hockingstuart,9/12/2017,13.1,3060,3,1,1,634,,,Hume City Council,-37.70133,144.9755,Northern Metropolitan,5070
Fawkner,25 Denys St,3,h,880000,SP,hockingstuart,9/12/2017,13.1,3060,3,1,1,,,,Hume City Council,-37.7009,144.9724,Northern Metropolitan,5070
Fawkner,24 Derby St,3,h,645000,VB,hockingstuart,9/12/2017,13.1,3060,3,1,1,644,,,Hume City Council,-37.71823,144.97287,Northern Metropolitan,5070
Fawkner,44A Marlborough St,3,h,602000,S,Barry,9/12/2017,13.1,3060,3,1,2,,111,2008,Hume City Council,-37.71806,144.96954,Northern Metropolitan,5070
Ferntree Gully,76 Edina Rd,3,h,855000,S,Barry,9/12/2017,24.8,3156,3,2,2,831,,,Knox City Council,-37.87408,145.27623,Eastern Metropolitan,10788
Ferntree Gully,6 Lucerne Rd,3,h,,SP,Schroeder,9/12/2017,24.8,3156,3,1,2,657,115,1981,Knox City Council,-37.89607,145.26126,Eastern Metropolitan,10788
Ferntree Gully,3 Meadow La,4,h,880000,S,Schroeder,9/12/2017,24.8,3156,4,2,2,739,225,1977,Knox City Council,-37.89109,145.26128,Eastern Metropolitan,10788
Ferntree Gully,31 Stephen Rd,3,h,724000,S,K.R.Peters,9/12/2017,24.8,3156,3,1,2,723,,,Knox City Council,-37.87699,145.26975,Eastern Metropolitan,10788
Ferntree Gully,15 Vandeven Ct,4,h,735000,S,RW,9/12/2017,24.8,3156,4,2,2,897,,,Knox City Council,-37.87002,145.27579,Eastern Metropolitan,10788
Fitzroy,1/186 George St,2,u,788000,S,Nelson,9/12/2017,2.1,3065,,,,,,,Yarra City Council,,,Northern Metropolitan,5825
Fitzroy,35/98 Nicholson St,1,u,810000,S,Nelson,9/12/2017,2.1,3065,,,,,,,Yarra City Council,,,Northern Metropolitan,5825
Fitzroy North,125 Barkly St,3,h,2540000,S,Nelson,9/12/2017,3.6,3068,3,3,1,244,190,1910,Moreland City Council,-37.77849,144.9838,Northern Metropolitan,6244
Fitzroy North,84 Best St,3,h,1860000,S,Nelson,9/12/2017,3.6,3068,3,2,1,,134,1880,Moreland City Council,-37.78196,144.98376,Northern Metropolitan,6244
Fitzroy North,20/4 Bik La,2,u,399000,S,Pagan,9/12/2017,3.6,3068,,,,,,,Moreland City Council,,,Northern Metropolitan,6244
Fitzroy North,23/4 Bik La,2,u,710000,S,Caine,9/12/2017,3.6,3068,,,,,,,Moreland City Council,,,Northern Metropolitan,6244
Fitzroy North,565 Brunswick St,4,h,1650000,VB,Nelson,9/12/2017,3.6,3068,4,2,1,185,166,1900,Moreland City Council,-37.79013,144.97963,Northern Metropolitan,6244
Fitzroy North,725 Brunswick St,2,h,1360000,SP,Nelson,9/12/2017,3.6,3068,2,1,,101,93,1880,Moreland City Council,-37.78495,144.98088,Northern Metropolitan,6244
Fitzroy North,20/137 McKean St,2,u,987500,S,Collins,9/12/2017,3.6,3068,,,,,,,Moreland City Council,,,Northern Metropolitan,6244
Fitzroy North,256 Park St,3,h,1710000,S,Collins,9/12/2017,3.6,3068,3,1,1,,,,Moreland City Council,-37.78067,144.98012,Northern Metropolitan,6244
Fitzroy North,183 Rae St,2,h,,S,Nelson,9/12/2017,3.6,3068,2,1,,,,,Moreland City Council,-37.78794,144.97907,Northern Metropolitan,6244
Fitzroy North,8/301 St Georges Rd,2,u,753000,S,Jellis,9/12/2017,3.6,3068,,,,,,,Moreland City Council,,,Northern Metropolitan,6244
Flemington,7 Eltham St,3,h,1300000,VB,Nelson,9/12/2017,3.4,3031,3,1,0,226,104,1910,Melbourne City Council,-37.78452,144.92885,Northern Metropolitan,3593
Footscray,206/250 Barkly St,2,u,407500,PI,Sweeney,9/12/2017,5.1,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570
Footscray,17 Beech St,3,t,870000,PI,Jas,9/12/2017,5.1,3011,3,2,2,243,,,Maribyrnong City Council,-37.80014,144.88377,Western Metropolitan,7570
Footscray,6/6 Eldridge St,2,u,330000,S,Sweeney,9/12/2017,5.1,3011,2,1,1,,,,Maribyrnong City Council,-37.79054,144.89287,Western Metropolitan,7570
Footscray,8/4 Empire St,2,u,315000,SP,Barry,9/12/2017,5.1,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570
Footscray,107 MacPherson St,2,h,831000,S,Compton,9/12/2017,5.1,3011,2,1,,166,,,Maribyrnong City Council,-37.79725,144.88981,Western Metropolitan,7570
Footscray,51 Newell St,4,h,1225000,S,Gunn&Co,9/12/2017,5.1,3011,4,1,2,403,97,1900,Maribyrnong City Council,-37.79758,144.90246,Western Metropolitan,7570
Forest Hill,3 Felicia Gr,4,h,1200000,SP,Noel,9/12/2017,15.4,3131,4,1,3,856,,,Whitehorse City Council,-37.83456,145.18298,Eastern Metropolitan,4385
Forest Hill,5 Henders St,3,h,1200000,SP,Fletchers,9/12/2017,15.4,3131,3,2,1,608,155,1960,Whitehorse City Council,-37.83647,145.16176,Eastern Metropolitan,4385
Frankston,6 Ashleigh Av,3,h,550000,PI,Aquire,9/12/2017,38,3199,3,1,3,605,84,1970,Frankston City Council,-38.1465,145.14458,South-Eastern Metropolitan,17055
Frankston,25 Coprosma Av,4,h,615000,S,hockingstuart,9/12/2017,38,3199,4,2,2,569,,,Frankston City Council,-38.14814,145.15104,South-Eastern Metropolitan,17055
Frankston,1/6 Frawley St,2,u,615000,S,O'Brien,9/12/2017,38,3199,,,,,,,Frankston City Council,,,South-Eastern Metropolitan,17055
Frankston,18 Lindrum Rd,3,h,642000,S,O'Brien,9/12/2017,38,3199,3,2,2,643,141,1967,Frankston City Council,-38.14336,145.15655,South-Eastern Metropolitan,17055
Frankston,84 Lindrum Rd,3,h,599000,S,O'Brien,9/12/2017,38,3199,3,1,4,568,147,1970,Frankston City Council,-38.14799,145.15432,South-Eastern Metropolitan,17055
Frankston,2 Pericoe St,3,h,670000,SA,Ray,9/12/2017,38,3199,3,1,2,,,,Frankston City Council,-38.1587,145.14461,South-Eastern Metropolitan,17055
Frankston,6 Tralea Pl,3,h,600000,S,Barry,9/12/2017,38,3199,3,1,2,,,,Frankston City Council,-38.1591,145.15053,South-Eastern Metropolitan,17055
Frankston,31 Wangarra Rd,4,h,585000,PI,O'Brien,9/12/2017,38,3199,4,2,2,648,152,1966,Frankston City Council,-38.14301,145.14912,South-Eastern Metropolitan,17055
Frankston,31 Yarram Ct,4,h,795000,VB,Asset,9/12/2017,38,3199,4,3,4,,190,2000,Frankston City Council,-38.13427,145.16539,South-Eastern Metropolitan,17055
Frankston North,87 Brunning Cr,3,h,500000,SP,Purplebricks,9/12/2017,36.9,3200,3,1,2,586,105,1960,Frankston City Council,-38.12356,145.16011,Eastern Victoria,2500
Frankston North,122 Rosemary Cr,4,h,519000,S,Barry,9/12/2017,36.9,3200,4,1,2,662,,,Frankston City Council,-38.12658,145.16037,Eastern Victoria,2500
Frankston South,2/20 Hoadley Av,3,t,743500,S,Kay,9/12/2017,38,3199,,,,,,,Frankston City Council,,,South-Eastern Metropolitan,7566
Frankston South,143 Humphries Rd,4,h,,W,LJ,9/12/2017,38,3199,4,4,8,2665,275,1969,Frankston City Council,-38.17928,145.11285,South-Eastern Metropolitan,7566
Frankston South,7 Jinchilla Av,5,h,,PI,Ray,9/12/2017,38,3199,5,3,4,3260,,,Frankston City Council,-38.18463,145.13829,South-Eastern Metropolitan,7566
Frankston South,7 Tangenong Ri,3,h,835000,S,Harcourts,9/12/2017,38,3199,,,,,,,Frankston City Council,,,South-Eastern Metropolitan,7566
Gardenvale,7/7 Gardenia Rd,1,u,,S,hockingstuart,9/12/2017,7.2,3185,,,,,,,Glen Eira City Council,,,Southern Metropolitan,534
Gardenvale,4/8 Gardenia Rd,1,u,300000,S,hockingstuart,9/12/2017,7.2,3185,,,,,,,Glen Eira City Council,,,Southern Metropolitan,534
Gladstone Park,12 Midway Cl,3,h,721500,S,Barry,9/12/2017,12.9,3043,3,1,1,632,155,1975,Hume City Council,-37.69285,144.89601,Western Metropolitan,3285
Glen Huntly,6/18 Etna St,2,u,670000,SP,Woodards,9/12/2017,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,2403
Glen Huntly,103/15 Manchester Gr,2,u,545000,S,Woodards,9/12/2017,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,2403
Glen Huntly,15/34 Royal Av,1,u,,S,hockingstuart,9/12/2017,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,2403
Glen Huntly,23 Wattle Av,3,t,920000,VB,Gary,9/12/2017,10.1,3163,3,1,1,912,,,Glen Eira City Council,-37.89444,145.04568,Southern Metropolitan,2403
Glen Iris,4/41 Aintree Rd,2,t,795000,S,Jellis,9/12/2017,7.3,3146,,,,,,,Boroondara City Council,,,Southern Metropolitan,10412
Glen Iris,16/249 Burke Rd,2,u,,SP,Biggin,9/12/2017,7.3,3146,,,,,,,Boroondara City Council,,,Southern Metropolitan,10412
Glen Iris,28 Ellis Rd,4,h,2220000,PI,Marshall,9/12/2017,7.3,3146,4,2,2,,,,Boroondara City Council,-37.85965,145.04687,Southern Metropolitan,10412
Glen Iris,6/14 Osborne Av,1,u,,W,Woodards,9/12/2017,7.3,3146,,,,,,,Boroondara City Council,,,Southern Metropolitan,10412
Glen Iris,2 Renwick St,3,h,1390000,S,J,9/12/2017,7.3,3146,3,2,1,,,,Boroondara City Council,-37.85256,145.07571,Southern Metropolitan,10412
Glen Waverley,55 Botanic Dr,5,h,1130000,S,Fletchers,9/12/2017,16.7,3150,5,1,2,,60,1978,Monash City Council,-37.89482,145.16596,Eastern Metropolitan,15321
Glen Waverley,42 Brentwood Dr,4,h,1140000,PI,Harcourts,9/12/2017,16.7,3150,4,2,2,685,,,Monash City Council,-37.90053,145.17132,Eastern Metropolitan,15321
Glen Waverley,15 Herriotts Bvd,6,h,1411000,S,Harcourts,9/12/2017,16.7,3150,6,4,2,848,,,Monash City Council,-37.8958,145.1483,Eastern Metropolitan,15321
Glen Waverley,1 May Ct,5,h,1350000,VB,Harcourts,9/12/2017,16.7,3150,5,2,2,576,,,Monash City Council,-37.89563,145.15104,Eastern Metropolitan,15321
Glen Waverley,46 Maylands Cr,4,h,1170000,SP,Harcourts,9/12/2017,16.7,3150,4,2,2,650,,,Monash City Council,-37.90401,145.17309,Eastern Metropolitan,15321
Glen Waverley,35 Orchard St,3,h,1600000,PI,Barry,9/12/2017,16.7,3150,3,2,1,654,,,Monash City Council,-37.86722,145.15354,Eastern Metropolitan,15321
Glenroy,2/11 Apsley St,2,t,600000,SP,Eview,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,125 Augustine Tce,5,h,810000,SP,Boran,9/12/2017,11.2,3046,5,3,2,909,342,1990,Moreland City Council,-37.695,144.91038,Northern Metropolitan,8870
Glenroy,1/83 Daley St,3,h,591000,S,Stockdale,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,33 Everard St,2,t,1110000,S,Brad,9/12/2017,11.2,3046,2,1,1,,,,Moreland City Council,-37.70011,144.94006,Northern Metropolitan,8870
Glenroy,2/10 Gladstone Pde,2,u,518500,S,Stockdale,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,3/24 Gladstone Pde,2,u,,S,Brad,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,21 Ila St,3,h,685000,S,hockingstuart,9/12/2017,11.2,3046,3,1,1,,121,1950,Moreland City Council,-37.70913,144.93557,Northern Metropolitan,8870
Glenroy,45 Langton St,4,h,700000,VB,Buckingham,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,1 MacKinnon Gr,4,h,,W,Eview,9/12/2017,11.2,3046,4,2,5,,140,1950,Moreland City Council,-37.71227,144.92242,Northern Metropolitan,8870
Glenroy,3/52 Maude Av,2,t,570000,S,Eview,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,6/919 Pascoe Vale Rd,3,t,530000,SP,Brad,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,2/923 Pascoe Vale Rd,3,t,591000,SP,RW,9/12/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Glenroy,60 View St,4,h,685000,S,Brad,9/12/2017,11.2,3046,4,2,1,607,174,1950,Moreland City Council,-37.69633,144.93069,Northern Metropolitan,8870
Greensborough,1/8 Hart Av,2,h,,PI,Buckingham,9/12/2017,16.1,3088,,,,,,,Banyule City Council,,,Northern Metropolitan,8524
Greensborough,144 Henry St,4,h,1100000,PI,Morrison,9/12/2017,16.1,3088,4,3,2,746,,,Banyule City Council,-37.71049,145.1011,Northern Metropolitan,8524
Greensborough,1/22 Louis St,2,u,,PI,HAR,9/12/2017,16.1,3088,,,,,,,Banyule City Council,,,Northern Metropolitan,8524
Greensborough,6/12 Parkview Av,2,u,,PI,Morrison,9/12/2017,16.1,3088,,,,,,,Banyule City Council,,,Northern Metropolitan,8524
Greensborough,4 Saul Ct,3,h,692500,S,Buckingham,9/12/2017,16.1,3088,3,1,2,,,,Banyule City Council,-37.71806,145.0929,Northern Metropolitan,8524
Greensborough,34 Scotland Av,4,h,920000,S,Darren,9/12/2017,16.1,3088,4,1,1,,,1960,Banyule City Council,-37.70106,145.09951,Northern Metropolitan,8524
Greenvale,5 Arkose St,4,h,880000,PI,Barry,9/12/2017,20.4,3059,4,5,2,538,354,2015,Hume City Council,-37.62591,144.87871,Northern Metropolitan,4864
Greenvale,5 Barrymore Rd,6,h,,S,Nelson,9/12/2017,20.4,3059,6,6,4,,622,1997,Hume City Council,-37.65292,144.88676,Northern Metropolitan,4864
Greenvale,17 Glenmore Pl,4,h,685000,PI,YPA,9/12/2017,20.4,3059,4,2,2,700,198,1999,Hume City Council,-37.64959,144.90648,Northern Metropolitan,4864
Greenvale,15 Motherwell Av,5,h,945000,S,Barry,9/12/2017,20.4,3059,5,2,2,,,1990,Hume City Council,-37.6456,144.89384,Northern Metropolitan,4864
Hadfield,7 Halsbury St,2,h,610000,S,Barry,9/12/2017,11.2,3046,2,1,2,,77,1950,Moreland City Council,-37.71329,144.94019,Northern Metropolitan,2606
Hallam,58 Fitzgerald Rd,3,h,635000,SP,Harcourts,9/12/2017,32.3,3803,3,1,2,,110,1990,Casey City Council,-38.00295,145.28041,South-Eastern Metropolitan,3728
Hampton,16A Barnett St,3,h,1100000,S,Hodges,9/12/2017,13.8,3188,3,2,2,,,,Bayside City Council,-37.93299,145.01939,Southern Metropolitan,5454
Hampton,66A David St,3,t,1180000,S,Buxton,9/12/2017,13.8,3188,3,2,2,,167,,Bayside City Council,-37.94327,145.01859,Southern Metropolitan,5454
Hampton,584 Hampton St,4,h,2160000,S,Buxton,9/12/2017,13.8,3188,4,2,2,,211,1920,Bayside City Council,-37.93065,145.00396,Southern Metropolitan,5454
Hampton,57 Holyrood St,4,h,3100000,S,Buxton,9/12/2017,13.8,3188,4,2,2,804,225,1915,Bayside City Council,-37.93326,144.99995,Southern Metropolitan,5454
Hampton,4 Sargood St,4,h,,PI,Hodges,9/12/2017,13.8,3188,4,3,2,607,,1980,Bayside City Council,-37.93796,145.01214,Southern Metropolitan,5454
Hampton,9A Thorburn St,3,t,1125000,S,hockingstuart,9/12/2017,13.8,3188,3,2,2,,,,Bayside City Council,-37.941,145.01964,Southern Metropolitan,5454
Hampton East,10b Acheron Ct,4,t,1415000,S,Buxton,9/12/2017,13.8,3188,4,2,2,,219,2017,Bayside City Council,-37.94232,145.03714,Southern Metropolitan,2356
Hampton East,29 Apex Av,5,h,,S,RT,9/12/2017,13.8,3188,5,3,1,,,,Bayside City Council,-37.93788,145.027,Southern Metropolitan,2356
Hampton East,10 Crest Av,5,h,1700000,VB,Buxton,9/12/2017,13.8,3188,5,3,2,656,320,1996,Bayside City Council,-37.93933,145.02698,Southern Metropolitan,2356
Hampton East,3 Henrietta St,3,h,1150000,VB,Buxton,9/12/2017,13.8,3188,3,2,2,533,,,Bayside City Council,-37.93811,145.03603,Southern Metropolitan,2356
Hampton East,16/13 Kelly Av,2,u,720000,S,Purplebricks,9/12/2017,13.8,3188,,,,,,,Bayside City Council,,,Southern Metropolitan,2356
Hampton East,11b Leith Cr,4,t,1070000,VB,Buxton,9/12/2017,13.8,3188,4,3,2,,250,2016,Bayside City Council,-37.94219,145.02911,Southern Metropolitan,2356
Hampton East,3 Nepean Av,3,h,1175000,PI,Buxton,9/12/2017,13.8,3188,3,2,2,333,188,2016,Bayside City Council,-37.93582,145.02845,Southern Metropolitan,2356
Hampton East,80 Wickham Rd,3,h,1347000,SP,Buxton,9/12/2017,13.8,3188,3,1,2,593,140,1950,Bayside City Council,-37.94406,145.03219,Southern Metropolitan,2356
Hawthorn,9/187 Auburn Rd,2,u,611000,S,Jellis,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn,1/346 Auburn Rd,3,t,,PI,RT,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn,44 Bell St,3,h,1290000,S,Marshall,9/12/2017,5.3,3122,3,1,1,185,,,Boroondara City Council,-37.81839,145.03938,Southern Metropolitan,11308
Hawthorn,410/311 Burwood Rd,2,u,,VB,RT,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn,3/45 Church St,2,u,495000,S,Domain,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn,29 Edward St,3,h,1660000,S,Jellis,9/12/2017,5.3,3122,3,2,1,120,133,1890,Boroondara City Council,-37.81886,145.04027,Southern Metropolitan,11308
Hawthorn,5/4 Hill St,2,u,721000,S,Jellis,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn,2/146 Power St,2,u,670000,S,Biggin,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn,10/167 Power St,2,u,,S,Jellis,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn,120 Riversdale Rd,5,h,,SP,Marshall,9/12/2017,5.3,3122,5,2,2,9900,,,Boroondara City Council,-37.82923,145.0369,Southern Metropolitan,11308
Hawthorn,12/7 Summerlea Gr,2,u,645000,S,Jellis,9/12/2017,5.3,3122,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308
Hawthorn East,8/28 Harold St,1,u,587000,S,Marshall,9/12/2017,6.2,3123,,,,,,,Boroondara City Council,,,Southern Metropolitan,6482
Hawthorn East,67 Harold St,3,h,,VB,Kay,9/12/2017,6.2,3123,3,2,1,202,131,1910,Boroondara City Council,-37.82778,145.05614,Southern Metropolitan,6482
Hawthorn East,12/1 Maraquita Gr,3,h,1260000,S,Marshall,9/12/2017,6.2,3123,,,,,,,Boroondara City Council,,,Southern Metropolitan,6482
Hawthorn East,54 Pleasant Rd,3,h,1510000,S,Jellis,9/12/2017,6.2,3123,3,2,1,,,,Boroondara City Council,-37.83499,145.05205,Southern Metropolitan,6482
Hawthorn East,10 Roseberry St,3,h,2225000,PI,Jellis,9/12/2017,6.2,3123,3,2,1,,,,Boroondara City Council,-37.82656,145.04669,Southern Metropolitan,6482
Hawthorn East,392 Tooronga Rd,6,h,2425000,S,Marshall,9/12/2017,6.2,3123,6,3,2,,,,Boroondara City Council,-37.84125,145.04592,Southern Metropolitan,6482
Heathmont,75 Campbell St,3,h,,SS,Barry,9/12/2017,21.3,3135,3,1,,696,,,Maroondah City Council,-37.82622,145.24428,Eastern Metropolitan,3794
Heidelberg,5/16 Darebin St,2,u,595000,S,Haughton,9/12/2017,8.9,3084,,,,,,,Banyule City Council,,,Eastern Metropolitan,2890
Heidelberg West,3/25 Ebony Pde,3,u,630000,S,RW,9/12/2017,8.8,3081,,,,,,,Banyule City Council,,,Eastern Metropolitan,2674
Heidelberg West,24 Redwood St,2,h,745000,S,Nelson,9/12/2017,8.8,3081,2,1,1,,,,Banyule City Council,-37.74538,145.03952,Eastern Metropolitan,2674
Heidelberg West,1/517 Waterdale Rd,3,h,,VB,Nelson,9/12/2017,8.8,3081,,,,,,,Banyule City Council,,,Eastern Metropolitan,2674
Highett,33A Albert St,3,t,1330000,S,Branon,9/12/2017,16,3190,3,2,2,,200,2016,Bayside City Council,-37.94953,145.03702,Southern Metropolitan,4794
Highett,7/29 Graham Rd,2,u,420000,PI,Buxton,9/12/2017,16,3190,,,,,,,Bayside City Council,,,Southern Metropolitan,4794
Highett,18A Jackson Rd,3,h,,VB,Hodges,9/12/2017,16,3190,4,3,2,,,,Bayside City Council,-37.95433,145.04452,Southern Metropolitan,4794
